instant,tanggal,musim,tahun,bulan,holiday,weekday,workingday,cuaca,temp,atemp,kelembaban,kecepatan_angin,casual,registered,total_count,windspeed,day_type
348,2011-12-14,Musim gugur,2011,December,0,Rabu,Ya,Berkabut,13.0175,16.9181,66.375,0.0609583,178,3562,3740,4.0842061,Weekday
349,2011-12-15,Musim gugur,2011,December,0,Kamis,Ya,Berkabut,17.322499999999998,20.61185,63.416700000000006,0.268042,181,3528,3709,17.958814,Weekday
350,2011-12-16,Musim gugur,2011,December,0,Jummat,Ya,Berkabut,15.375,17.99125,50.0417,0.260575,178,3399,3577,17.458525,Weekday
351,2011-12-17,Musim gugur,2011,December,0,Sabtu,Tidak,Berkabut,10.591652999999999,12.46855,56.0833,0.243167,275,2464,2739,16.292189,Weekend/Holiday
352,2011-12-18,Musim gugur,2011,December,0,Minggu,Tidak,Jelas,9.771652999999999,12.27895,58.62500000000001,0.169779,220,2211,2431,11.375193000000001,Weekend/Holiday
353,2011-12-19,Musim gugur,2011,December,0,Senin,Ya,Jelas,11.343347,14.04665,63.74999999999999,0.172896,260,3143,3403,11.584031999999999,Weekday
354,2011-12-20,Musim gugur,2011,December,0,Selasa,Ya,Berkabut,15.819153,19.822699999999998,59.5417,0.0615708,216,3534,3750,4.1252436,Weekday
355,2011-12-21,Musim dingin,2011,December,0,Rabu,Ya,Berkabut,17.561653,21.40085,85.83330000000001,0.2214,107,2553,2660,14.8338,Weekday
356,2011-12-22,Musim dingin,2011,December,0,Kamis,Ya,Berkabut,17.356653,21.306050000000003,75.75,0.047275,227,2841,3068,3.1674249999999997,Weekday
357,2011-12-23,Musim dingin,2011,December,0,Jummat,Ya,Jelas,15.306653,18.87565,68.625,0.274246,163,2046,2209,18.374482,Weekday
358,2011-12-24,Musim dingin,2011,December,0,Sabtu,Tidak,Jelas,12.4025,14.9621,54.25,0.190304,155,856,1011,12.750368,Weekend/Holiday
359,2011-12-25,Musim dingin,2011,December,0,Minggu,Tidak,Jelas,11.266103,13.998050000000001,68.13040000000001,0.155091,303,451,754,10.391097,Weekend/Holiday
360,2011-12-26,Musim dingin,2011,December,1,Senin,Tidak,Jelas,13.191299,15.77675,50.6957,0.239465,430,887,1317,16.044155,Weekday
361,2011-12-27,Musim dingin,2011,December,0,Selasa,Ya,Berkabut,13.325000000000001,16.38165,76.25,0.18845,103,1059,1162,12.62615,Weekday
362,2011-12-28,Musim dingin,2011,December,0,Rabu,Ya,Jelas,12.264330000000001,13.9987,50.39130000000001,0.293961,255,2047,2302,19.695386999999997,Weekday
363,2011-12-29,Musim dingin,2011,December,0,Kamis,Ya,Jelas,10.181653,13.194600000000001,57.4167,0.119412,254,2169,2423,8.000604000000001,Weekday
364,2011-12-30,Musim dingin,2011,December,0,Jummat,Ya,Jelas,12.778347000000002,15.9406,63.6667,0.134337,491,2508,2999,9.000579,Weekday
365,2011-12-31,Musim dingin,2011,December,0,Sabtu,Tidak,Jelas,16.81,20.70605,61.583299999999994,0.220154,665,1820,2485,14.750318,Weekend/Holiday
366,2012-01-01,Musim dingin,2012,January,0,Minggu,Tidak,Jelas,15.17,18.78105,69.25,0.192167,686,1608,2294,12.875189,Weekend/Holiday
367,2012-01-02,Musim dingin,2012,January,1,Senin,Tidak,Jelas,11.194763,12.615199999999998,38.130399999999995,0.329665,244,1707,1951,22.087555,Weekday
368,2012-01-03,Musim dingin,2012,January,0,Selasa,Ya,Jelas,6.1499999999999995,6.31375,44.125,0.365671,89,2147,2236,24.499957000000002,Weekday
369,2012-01-04,Musim dingin,2012,January,0,Rabu,Ya,Berkabut,4.4075,5.96685,41.4583,0.1847,95,2273,2368,12.3749,Weekday
370,2012-01-05,Musim dingin,2012,January,0,Kamis,Ya,Jelas,10.899153,13.9206,52.416700000000006,0.129987,140,3132,3272,8.709128999999999,Weekday
371,2012-01-06,Musim dingin,2012,January,0,Jummat,Ya,Jelas,13.700847,17.01335,54.2083,0.167908,307,3791,4098,11.249836,Weekday
372,2012-01-07,Musim dingin,2012,January,0,Sabtu,Tidak,Jelas,16.126653,19.53895,53.1667,0.174758,1070,3451,4521,11.708786,Weekend/Holiday
373,2012-01-08,Musim dingin,2012,January,0,Minggu,Tidak,Jelas,13.8375,17.012900000000002,46.5,0.191542,599,2826,3425,12.833314,Weekend/Holiday
374,2012-01-09,Musim dingin,2012,January,0,Senin,Ya,Berkabut,9.190847,12.37395,70.1667,0.0989,106,2270,2376,6.6263000000000005,Weekday
375,2012-01-10,Musim dingin,2012,January,0,Selasa,Ya,Jelas,12.656536000000001,15.9413,64.65220000000001,0.187552,173,3425,3598,12.565984,Weekday
376,2012-01-11,Musim dingin,2012,January,0,Rabu,Ya,Berkabut,11.240847,14.14105,84.75,0.131221,92,2085,2177,8.791807,Weekday
377,2012-01-12,Musim dingin,2012,January,0,Kamis,Ya,Berkabut,15.682500000000001,19.0969,80.2917,0.180967,269,3828,4097,12.124789,Weekday
378,2012-01-13,Musim dingin,2012,January,0,Jummat,Ya,Jelas,11.240847,12.4681,50.74999999999999,0.378108,174,3040,3214,25.333236,Weekday
379,2012-01-14,Musim dingin,2012,January,0,Sabtu,Tidak,Jelas,7.38,9.15435,45.75,0.187183,333,2160,2493,12.541260999999999,Weekend/Holiday
380,2012-01-15,Musim dingin,2012,January,0,Minggu,Tidak,Jelas,6.833347000000001,8.081249999999999,41.9167,0.251258,284,2027,2311,16.834286,Weekend/Holiday
381,2012-01-16,Musim dingin,2012,January,1,Senin,Tidak,Jelas,7.79,9.53315,52.25,0.231358,217,2081,2298,15.500986000000001,Weekday
382,2012-01-17,Musim dingin,2012,January,0,Selasa,Ya,Berkabut,15.294763,18.2139,71.6087,0.34913,127,2808,2935,23.39171,Weekday
383,2012-01-18,Musim dingin,2012,January,0,Rabu,Ya,Jelas,12.436653000000002,13.7627,44.333299999999994,0.415429,109,3267,3376,27.833743,Weekday
384,2012-01-19,Musim dingin,2012,January,0,Kamis,Ya,Jelas,7.79,9.501900000000001,49.75,0.220158,130,3162,3292,14.750586,Weekday
385,2012-01-20,Musim dingin,2012,January,0,Jummat,Ya,Berkabut,8.9175,11.047899999999998,45.0,0.20275,115,3048,3163,13.58425,Weekday
386,2012-01-21,Musim dingin,2012,January,0,Sabtu,Tidak,Berkabut,7.106653,8.74375,83.125,0.222642,67,1234,1301,14.917014,Weekend/Holiday
387,2012-01-22,Musim dingin,2012,January,0,Minggu,Tidak,Berkabut,6.6625000000000005,8.1125,79.625,0.199638,196,1781,1977,13.375746000000001,Weekend/Holiday
388,2012-01-23,Musim dingin,2012,January,0,Senin,Ya,Berkabut,8.951653,12.152899999999999,91.125,0.110708,145,2287,2432,7.417436,Weekday
389,2012-01-24,Musim dingin,2012,January,0,Selasa,Ya,Jelas,14.0425,17.455399999999997,83.58330000000001,0.123767,439,3900,4339,8.292389,Weekday
390,2012-01-25,Musim dingin,2012,January,0,Rabu,Ya,Jelas,12.060847,14.74105,64.375,0.161071,467,3803,4270,10.791756999999999,Weekday
391,2012-01-26,Musim dingin,2012,January,0,Kamis,Ya,Berkabut,14.008347,17.8025,76.95830000000001,0.0733958,244,3831,4075,4.9175186,Weekday
392,2012-01-27,Musim dingin,2012,January,0,Jummat,Ya,Berkabut,17.425,20.76915,74.125,0.342667,269,3187,3456,22.958689,Weekday
393,2012-01-28,Musim dingin,2012,January,0,Sabtu,Tidak,Jelas,12.949152999999999,16.318949999999997,54.333299999999994,0.210829,775,3248,4023,14.125542999999999,Weekend/Holiday
394,2012-01-29,Musim dingin,2012,January,0,Minggu,Tidak,Jelas,11.5825,13.63605,31.125000000000004,0.24005,558,2685,3243,16.08335,Weekend/Holiday
395,2012-01-30,Musim dingin,2012,January,0,Senin,Ya,Jelas,11.035847,13.13125,40.0833,0.215792,126,3498,3624,14.458064,Weekday
396,2012-01-31,Musim dingin,2012,January,0,Selasa,Ya,Jelas,15.99,19.06585,41.6667,0.261817,324,4185,4509,17.541739,Weekday
397,2012-02-01,Musim dingin,2012,February,0,Rabu,Ya,Jelas,19.235847,23.326900000000002,50.79169999999999,0.189067,304,4275,4579,12.667489000000002,Weekday
398,2012-02-02,Musim dingin,2012,February,0,Kamis,Ya,Berkabut,16.365847,19.94855,67.29169999999999,0.187187,190,3571,3761,12.541528999999999,Weekday
399,2012-02-03,Musim dingin,2012,February,0,Jummat,Ya,Jelas,12.846652999999998,15.4673,52.6667,0.178496,310,3841,4151,11.959232,Weekday
400,2012-02-04,Musim dingin,2012,February,0,Sabtu,Tidak,Berkabut,10.830846999999999,13.63625,77.95830000000001,0.121896,384,2448,2832,8.167032,Weekend/Holiday
401,2012-02-05,Musim dingin,2012,February,0,Minggu,Tidak,Berkabut,10.899153,13.22605,68.7917,0.175996,318,2629,2947,11.791732000000001,Weekend/Holiday
402,2012-02-06,Musim dingin,2012,February,0,Senin,Ya,Jelas,11.586969,14.8213,62.2174,0.1538,206,3578,3784,10.304599999999999,Weekday
403,2012-02-07,Musim dingin,2012,February,0,Selasa,Ya,Jelas,14.520847,18.0552,49.625,0.147379,199,4176,4375,9.874393000000001,Weekday
404,2012-02-08,Musim dingin,2012,February,0,Rabu,Ya,Berkabut,10.523347,13.321050000000001,72.2917,0.133721,109,2693,2802,8.959307,Weekday
405,2012-02-09,Musim dingin,2012,February,0,Kamis,Ya,Jelas,10.865,13.0994,56.2083,0.194037,163,3667,3830,13.000478999999999,Weekday
406,2012-02-10,Musim dingin,2012,February,0,Jummat,Ya,Berkabut,11.514153,14.6779,54.0,0.116929,227,3604,3831,7.834243000000001,Weekday
407,2012-02-11,Musim dingin,2012,February,0,Sabtu,Tidak,Hujan_RinganSalju,9.190847,10.54335,73.125,0.289796,192,1977,2169,19.416332,Weekend/Holiday
408,2012-02-12,Musim dingin,2012,February,0,Minggu,Tidak,Jelas,5.2275,5.0828999999999995,46.4583,0.409212,73,1456,1529,27.417204,Weekend/Holiday
409,2012-02-13,Musim dingin,2012,February,0,Senin,Ya,Jelas,9.1225,11.39565,41.125,0.167283,94,3328,3422,11.207961,Weekday
410,2012-02-14,Musim dingin,2012,February,0,Selasa,Ya,Berkabut,13.085847,16.697300000000002,50.875,0.141179,135,3787,3922,9.458993,Weekday
411,2012-02-15,Musim dingin,2012,February,0,Rabu,Ya,Jelas,14.281653,17.58145,53.125,0.1816,141,4028,4169,12.167200000000001,Weekday
412,2012-02-16,Musim dingin,2012,February,0,Kamis,Ya,Berkabut,12.983346999999998,16.5081,75.29169999999999,0.091425,74,2931,3005,6.125475000000001,Weekday
413,2012-02-17,Musim dingin,2012,February,0,Jummat,Ya,Jelas,14.076653,17.58145,63.4583,0.205846,349,3805,4154,13.791682,Weekday
414,2012-02-18,Musim dingin,2012,February,0,Sabtu,Tidak,Jelas,14.213347,17.77125,53.4583,0.190929,1435,2883,4318,12.792243,Weekend/Holiday
415,2012-02-19,Musim dingin,2012,February,0,Minggu,Tidak,Berkabut,11.48,13.2894,51.5833,0.253112,618,2071,2689,16.958504,Weekend/Holiday
416,2012-02-20,Musim dingin,2012,February,1,Senin,Tidak,Jelas,11.48,13.66955,50.7826,0.229083,502,2627,3129,15.348561,Weekday
417,2012-02-21,Musim dingin,2012,February,0,Selasa,Ya,Jelas,11.800866000000001,14.755650000000001,59.434799999999996,0.205717,163,3614,3777,13.783039,Weekday
418,2012-02-22,Musim dingin,2012,February,0,Rabu,Ya,Jelas,16.229153,19.63335,56.7917,0.234471,394,4379,4773,15.709557,Weekday
419,2012-02-23,Musim dingin,2012,February,0,Kamis,Ya,Jelas,18.620846999999998,22.2223,55.45830000000001,0.190913,516,4546,5062,12.791171,Weekday
420,2012-02-24,Musim dingin,2012,February,0,Jummat,Ya,Berkabut,16.7075,20.54855,73.75,0.237567,246,3241,3487,15.916989,Weekday
421,2012-02-25,Musim dingin,2012,February,0,Sabtu,Tidak,Jelas,11.924153,12.78375,39.5833,0.421642,317,2415,2732,28.250014,Weekend/Holiday
422,2012-02-26,Musim dingin,2012,February,0,Minggu,Tidak,Jelas,11.445847,13.4154,41.0,0.205229,515,2874,3389,13.750342999999999,Weekend/Holiday
423,2012-02-27,Musim dingin,2012,February,0,Senin,Ya,Jelas,15.033347000000001,17.8977,49.0833,0.268033,253,4069,4322,17.958211000000002,Weekday
424,2012-02-28,Musim dingin,2012,February,0,Selasa,Ya,Jelas,14.725847,17.67625,39.5833,0.193417,229,4134,4363,12.958939,Weekday
425,2012-02-29,Musim dingin,2012,February,0,Rabu,Ya,Berkabut,14.118267999999999,17.4235,80.4783,0.179117,65,1769,1834,12.000839,Weekday
426,2012-03-01,Musim dingin,2012,March,0,Kamis,Ya,Jelas,19.919153,23.768549999999998,61.5417,0.226987,325,4665,4990,15.208129,Weekday
427,2012-03-02,Musim dingin,2012,March,0,Jummat,Ya,Berkabut,14.486653,17.9921,65.7083,0.144904,246,2948,3194,9.708568,Weekday
428,2012-03-03,Musim dingin,2012,March,0,Sabtu,Tidak,Berkabut,16.980847,20.6746,62.125,0.161079,956,3110,4066,10.792293,Weekend/Holiday
429,2012-03-04,Musim dingin,2012,March,0,Minggu,Tidak,Jelas,13.359153,15.15105,40.3333,0.334571,710,2713,3423,22.416257,Weekend/Holiday
430,2012-03-05,Musim dingin,2012,March,0,Senin,Ya,Jelas,9.976652999999999,12.05855,50.625,0.228858,203,3130,3333,15.333486,Weekday
431,2012-03-06,Musim dingin,2012,March,0,Selasa,Ya,Jelas,10.591652999999999,12.752099999999999,45.6667,0.200875,221,3735,3956,13.458625,Weekday
432,2012-03-07,Musim dingin,2012,March,0,Rabu,Ya,Jelas,16.570847,19.255,51.3333,0.345779,432,4484,4916,23.167193,Weekday
433,2012-03-08,Musim dingin,2012,March,0,Kamis,Ya,Jelas,21.627499999999998,26.230199999999996,56.75,0.441563,486,4896,5382,29.584721,Weekday
434,2012-03-09,Musim dingin,2012,March,0,Jummat,Ya,Berkabut,16.844153,19.85415,40.708299999999994,0.4148,447,4122,4569,27.7916,Weekday
435,2012-03-10,Musim dingin,2012,March,0,Sabtu,Tidak,Jelas,11.7875,13.888349999999999,35.0417,0.22575,968,3150,4118,15.125250000000001,Weekend/Holiday
436,2012-03-11,Musim dingin,2012,March,0,Minggu,Tidak,Jelas,14.831299,17.9835,47.6957,0.222587,1658,3253,4911,14.913329000000001,Weekend/Holiday
437,2012-03-12,Musim dingin,2012,March,0,Senin,Ya,Jelas,19.133347,22.9796,48.9167,0.207713,838,4460,5298,13.916771,Weekday
438,2012-03-13,Musim dingin,2012,March,0,Selasa,Ya,Jelas,23.165,27.14645,61.75000000000001,0.23695,762,5085,5847,15.87565,Weekday
439,2012-03-14,Musim dingin,2012,March,0,Rabu,Ya,Jelas,23.4725,27.43085,50.708299999999994,0.115062,997,5315,6312,7.709154,Weekday
440,2012-03-15,Musim dingin,2012,March,0,Kamis,Ya,Jelas,22.857499999999998,26.64125,57.958299999999994,0.149883,1005,5187,6192,10.042161,Weekday
441,2012-03-16,Musim dingin,2012,March,0,Jummat,Ya,Berkabut,17.869153,21.81145,84.20830000000001,0.113192,548,3830,4378,7.583864,Weekday
442,2012-03-17,Musim dingin,2012,March,0,Sabtu,Tidak,Berkabut,21.080847000000002,25.252299999999998,75.5833,0.110704,3155,4681,7836,7.417168,Weekend/Holiday
443,2012-03-18,Musim dingin,2012,March,0,Minggu,Tidak,Berkabut,19.3725,23.200000000000003,81.0,0.126883,2207,3685,5892,8.501161,Weekend/Holiday
444,2012-03-19,Musim dingin,2012,March,0,Senin,Ya,Jelas,22.345000000000002,26.64105,72.875,0.162317,982,5171,6153,10.875238999999999,Weekday
445,2012-03-20,Musim dingin,2012,March,0,Selasa,Ya,Jelas,22.994153,26.926650000000002,80.7917,0.121271,1051,5042,6093,8.125157,Weekday
446,2012-03-21,Musim semi,2012,March,0,Rabu,Ya,Berkabut,21.798347,25.6629,82.125,0.0895583,1122,5108,6230,6.000406099999999,Weekday
447,2012-03-22,Musim semi,2012,March,0,Kamis,Ya,Jelas,22.720847,26.57835,83.125,0.117562,1334,5537,6871,7.876654,Weekday
448,2012-03-23,Musim semi,2012,March,0,Jummat,Ya,Berkabut,24.668346999999997,28.50335,69.41669999999999,0.1163,2469,5893,8362,7.7921000000000005,Weekday
449,2012-03-24,Musim semi,2012,March,0,Sabtu,Tidak,Berkabut,20.6025,24.336650000000002,88.5417,0.192783,1033,2339,3372,12.916461,Weekend/Holiday
450,2012-03-25,Musim semi,2012,March,0,Minggu,Tidak,Berkabut,17.9375,21.874399999999998,88.0833,0.220775,1532,3464,4996,14.791924999999999,Weekend/Holiday
451,2012-03-26,Musim semi,2012,March,0,Senin,Ya,Jelas,18.279153,21.9375,47.7917,0.386821,795,4763,5558,25.917007,Weekday
452,2012-03-27,Musim semi,2012,March,0,Selasa,Ya,Jelas,13.256653,15.7827,28.999999999999996,0.187192,531,4571,5102,12.541864,Weekday
453,2012-03-28,Musim semi,2012,March,0,Rabu,Ya,Jelas,19.850847,23.5475,48.125,0.291671,674,5024,5698,19.541957,Weekday
454,2012-03-29,Musim semi,2012,March,0,Kamis,Ya,Jelas,20.260847000000002,24.1152,43.9167,0.31965,834,5299,6133,21.41655,Weekday
455,2012-03-30,Musim semi,2012,March,0,Jummat,Ya,Berkabut,15.17,18.78105,58.0833,0.138067,796,4663,5459,9.250489,Weekday
456,2012-03-31,Musim semi,2012,March,0,Sabtu,Tidak,Berkabut,17.390847,21.0854,73.83330000000001,0.250617,2301,3934,6235,16.791338999999997,Weekend/Holiday
457,2012-04-01,Musim semi,2012,April,0,Minggu,Tidak,Berkabut,17.459153,20.86435,67.625,0.172267,2347,3694,6041,11.541889,Weekend/Holiday
458,2012-04-02,Musim semi,2012,April,0,Senin,Ya,Jelas,17.790433,21.37565,50.4348,0.312139,1208,4728,5936,20.913313,Weekday
459,2012-04-03,Musim semi,2012,April,0,Selasa,Ya,Jelas,19.133347,23.07415,39.6667,0.100133,1348,5424,6772,6.708911,Weekday
460,2012-04-04,Musim semi,2012,April,0,Rabu,Ya,Jelas,22.208347,26.6725,46.958299999999994,0.180975,1058,5378,6436,12.125325,Weekday
461,2012-04-05,Musim semi,2012,April,0,Kamis,Ya,Jelas,17.835,21.55815,37.416700000000006,0.219529,1192,5265,6457,14.708443,Weekday
462,2012-04-06,Musim semi,2012,April,0,Jummat,Ya,Jelas,16.536653,19.538349999999998,37.7083,0.300388,1807,4653,6460,20.125996,Weekday
463,2012-04-07,Musim semi,2012,April,0,Sabtu,Tidak,Jelas,17.9375,21.306449999999998,25.4167,0.274871,3252,3605,6857,18.416356999999998,Weekend/Holiday
464,2012-04-08,Musim semi,2012,April,0,Minggu,Tidak,Jelas,20.5,24.62125,27.5833,0.232596,2230,2939,5169,15.583931999999999,Weekend/Holiday
465,2012-04-09,Musim semi,2012,April,0,Senin,Ya,Jelas,20.055847,23.8319,31.75,0.358196,905,4680,5585,23.999132,Weekday
466,2012-04-10,Musim semi,2012,April,0,Selasa,Ya,Jelas,18.313347,21.81165,43.5,0.249375,819,5099,5918,16.708125000000003,Weekday
467,2012-04-11,Musim semi,2012,April,0,Rabu,Ya,Jelas,14.296536,16.8637,46.9565,0.295274,482,4380,4862,19.783358,Weekday
468,2012-04-12,Musim semi,2012,April,0,Kamis,Ya,Jelas,16.2975,19.3802,46.625,0.290429,663,4746,5409,19.458743,Weekday
469,2012-04-13,Musim semi,2012,April,0,Jummat,Ya,Jelas,18.142500000000002,21.590400000000002,40.8333,0.155471,1252,5146,6398,10.416557,Weekday
470,2012-04-14,Musim semi,2012,April,0,Sabtu,Tidak,Jelas,20.294999999999998,24.3998,50.29169999999999,0.190917,2795,4665,7460,12.791439,Weekend/Holiday
471,2012-04-15,Musim semi,2012,April,0,Minggu,Tidak,Jelas,24.873347,28.69375,50.79169999999999,0.225129,2846,4286,7132,15.083643,Weekend/Holiday
472,2012-04-16,Musim semi,2012,April,1,Senin,Tidak,Jelas,27.230846999999997,30.746250000000003,56.166700000000006,0.284829,1198,5172,6370,19.083543,Weekday
473,2012-04-17,Musim semi,2012,April,0,Selasa,Ya,Jelas,24.941653000000002,29.92435,39.0417,0.273629,989,5702,6691,18.333143,Weekday
474,2012-04-18,Musim semi,2012,April,0,Rabu,Ya,Berkabut,18.996653,22.8519,56.9167,0.167912,347,4020,4367,11.250104,Weekday
475,2012-04-19,Musim semi,2012,April,0,Kamis,Ya,Jelas,20.431653,24.6523,61.25000000000001,0.0659292,846,5719,6565,4.417256399999999,Weekday
476,2012-04-20,Musim semi,2012,April,0,Jummat,Ya,Jelas,21.593347,25.78875,69.4583,0.149871,1340,5950,7290,10.041357,Weekday
477,2012-04-21,Musim semi,2012,April,0,Sabtu,Tidak,Jelas,23.369999999999997,27.14605,68.2917,0.283587,2541,4083,6624,19.000328999999997,Weekend/Holiday
478,2012-04-22,Musim semi,2012,April,0,Minggu,Tidak,Hujan_RinganSalju,16.263347,19.4752,83.54169999999999,0.344546,120,907,1027,23.084582,Weekend/Holiday
479,2012-04-23,Musim semi,2012,April,0,Senin,Ya,Berkabut,13.188346999999998,15.056249999999999,76.66669999999999,0.303496,195,3019,3214,20.334232,Weekday
480,2012-04-24,Musim semi,2012,April,0,Selasa,Ya,Jelas,16.946653,20.26415,45.4167,0.249383,518,5115,5633,16.708661,Weekday
481,2012-04-25,Musim semi,2012,April,0,Rabu,Ya,Jelas,19.543347,23.51585,42.7917,0.118792,655,5541,6196,7.959064,Weekday
482,2012-04-26,Musim semi,2012,April,0,Kamis,Ya,Berkabut,20.431653,24.17915,75.66669999999999,0.176625,475,4551,5026,11.833875,Weekday
483,2012-04-27,Musim semi,2012,April,0,Jummat,Ya,Jelas,18.7575,22.63185,40.0833,0.347633,1014,5219,6233,23.291411,Weekday
484,2012-04-28,Musim semi,2012,April,0,Sabtu,Tidak,Berkabut,15.443347,18.8752,48.9583,0.129975,1120,3100,4220,8.708325,Weekend/Holiday
485,2012-04-29,Musim semi,2012,April,0,Minggu,Tidak,Jelas,18.791653,22.50605,58.7083,0.116908,2229,4075,6304,7.8328359999999995,Weekend/Holiday
486,2012-04-30,Musim semi,2012,April,0,Senin,Ya,Berkabut,19.030847,22.8848,56.99999999999999,0.171638,665,4907,5572,11.499746,Weekday
487,2012-05-01,Musim semi,2012,May,0,Selasa,Ya,Berkabut,25.146653,28.85105,65.95830000000001,0.156096,653,5087,5740,10.458432,Weekday
488,2012-05-02,Musim semi,2012,May,0,Rabu,Ya,Jelas,23.130847,26.894800000000004,79.7083,0.138058,667,5502,6169,9.249885999999998,Weekday
489,2012-05-03,Musim semi,2012,May,0,Kamis,Ya,Berkabut,22.96,26.862099999999998,76.83330000000001,0.133696,764,5657,6421,8.957632,Weekday
490,2012-05-04,Musim semi,2012,May,0,Jummat,Ya,Jelas,25.7275,29.54585,73.54169999999999,0.162938,1069,5227,6296,10.916846,Weekday
491,2012-05-05,Musim semi,2012,May,0,Sabtu,Tidak,Berkabut,25.488346999999997,29.2304,75.66669999999999,0.152992,2496,4387,6883,10.250464,Weekend/Holiday
492,2012-05-06,Musim semi,2012,May,0,Minggu,Tidak,Berkabut,23.0625,27.336850000000002,74.0,0.149879,2135,4224,6359,10.041893,Weekend/Holiday
493,2012-05-07,Musim semi,2012,May,0,Senin,Ya,Berkabut,22.037499999999998,26.3571,66.41669999999999,0.230721,1008,5265,6273,15.458307000000001,Weekday
494,2012-05-08,Musim semi,2012,May,0,Selasa,Ya,Berkabut,23.848347,27.87355,68.58330000000001,0.296029,738,4990,5728,19.833942999999998,Weekday
495,2012-05-09,Musim semi,2012,May,0,Rabu,Ya,Berkabut,23.575,27.65125,74.4167,0.216412,620,4097,4717,14.499604,Weekday
496,2012-05-10,Musim semi,2012,May,0,Kamis,Ya,Jelas,20.739152999999998,24.58915,55.2083,0.314063,1026,5546,6572,21.042220999999998,Weekday
497,2012-05-11,Musim semi,2012,May,0,Jummat,Ya,Jelas,21.866653,26.04165,36.0417,0.236937,1319,5711,7030,15.874779,Weekday
498,2012-05-12,Musim semi,2012,May,0,Sabtu,Tidak,Jelas,23.130847,27.24085,48.0417,0.123133,2622,4807,7429,8.249911,Weekend/Holiday
499,2012-05-13,Musim semi,2012,May,0,Minggu,Tidak,Jelas,25.1125,29.2619,57.62500000000001,0.225117,2172,3946,6118,15.082839,Weekend/Holiday
500,2012-05-14,Musim semi,2012,May,0,Senin,Ya,Berkabut,23.506653,27.495000000000005,78.95830000000001,0.212692,342,2501,2843,14.250364,Weekday
501,2012-05-15,Musim semi,2012,May,0,Selasa,Ya,Berkabut,25.078346999999997,28.8202,79.45830000000001,0.147392,625,4490,5115,9.875264,Weekday
502,2012-05-16,Musim semi,2012,May,0,Rabu,Ya,Jelas,26.103347,29.798750000000002,69.7917,0.122512,991,6433,7424,8.208304,Weekday
503,2012-05-17,Musim semi,2012,May,0,Kamis,Ya,Jelas,24.326653,28.630650000000003,52.0,0.229475,1242,6142,7384,15.374825000000001,Weekday
504,2012-05-18,Musim semi,2012,May,0,Jummat,Ya,Jelas,23.130847,27.55605,52.33330000000001,0.136817,1521,6118,7639,9.166739,Weekday
505,2012-05-19,Musim semi,2012,May,0,Sabtu,Tidak,Jelas,24.599999999999998,28.345399999999998,45.625,0.083975,3410,4884,8294,5.626325,Weekend/Holiday
506,2012-05-20,Musim semi,2012,May,0,Minggu,Tidak,Jelas,25.454152999999998,29.19835,53.041700000000006,0.254367,2704,4425,7129,17.042589,Weekend/Holiday
507,2012-05-21,Musim semi,2012,May,0,Senin,Ya,Berkabut,24.531653,28.283350000000002,81.125,0.233204,630,3729,4359,15.624668,Weekday
508,2012-05-22,Musim semi,2012,May,0,Selasa,Ya,Berkabut,25.215,29.04125,76.5833,0.118167,819,5254,6073,7.917189,Weekday
509,2012-05-23,Musim semi,2012,May,0,Rabu,Ya,Berkabut,25.488346999999997,29.230600000000003,77.45830000000001,0.102,766,4494,5260,6.834,Weekday
510,2012-05-24,Musim semi,2012,May,0,Kamis,Ya,Jelas,26.855,30.335,71.6667,0.172896,1059,5711,6770,11.584031999999999,Weekday
511,2012-05-25,Musim semi,2012,May,0,Jummat,Ya,Jelas,27.880000000000003,31.37645,74.70830000000001,0.14055,1417,5317,6734,9.41685,Weekday
512,2012-05-26,Musim semi,2012,May,0,Sabtu,Tidak,Jelas,28.392500000000002,32.134800000000006,73.25,0.198992,2855,3681,6536,13.332464,Weekend/Holiday
513,2012-05-27,Musim semi,2012,May,0,Minggu,Tidak,Jelas,28.29,32.07125,69.7083,0.215171,3283,3308,6591,14.416457,Weekend/Holiday
514,2012-05-28,Musim semi,2012,May,1,Senin,Tidak,Jelas,29.212500000000002,33.965,67.625,0.196521,2557,3486,6043,13.166907,Weekday
515,2012-05-29,Musim semi,2012,May,0,Selasa,Ya,Jelas,29.622500000000002,33.6496,68.45830000000001,0.2954,880,4863,5743,19.7918,Weekday
516,2012-05-30,Musim semi,2012,May,0,Rabu,Ya,Berkabut,26.923347,30.55645,67.0,0.134329,745,6110,6855,9.000043,Weekday
517,2012-05-31,Musim semi,2012,May,0,Kamis,Ya,Jelas,27.880000000000003,31.566450000000003,49.2917,0.195279,1100,6238,7338,13.083693,Weekday
518,2012-06-01,Musim semi,2012,June,0,Jummat,Ya,Berkabut,26.820847,30.3981,75.5417,0.237563,533,3594,4127,15.916720999999999,Weekday
519,2012-06-02,Musim semi,2012,June,0,Sabtu,Tidak,Jelas,23.916653,28.3144,54.9167,0.186562,2795,5325,8120,12.499654,Weekend/Holiday
520,2012-06-03,Musim semi,2012,June,0,Minggu,Tidak,Jelas,24.7025,28.75665,49.3333,0.184087,2494,5147,7641,12.333829,Weekend/Holiday
521,2012-06-04,Musim semi,2012,June,0,Senin,Ya,Jelas,24.497500000000002,28.91415,48.7083,0.284833,1071,5927,6998,19.083811,Weekday
